,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
94,97,95,95,Jul 18,@,ATL,"L,1-3",8.0,4,3,3,0,4,6,0,1,4.5,31,126,79,0.0,0.0,1,0,26,1,0,0,0,0,0,2,3,Chris Guccione,"J.Tavarez (4-48-L), V.Núñez (1), B.Looper (1)"
95,98,96,96,Jul 19,,MON,"W,4-2",9.0,9,2,2,0,5,6,0,0,4.47,41,164,106,0.0,0.0,1,1,36,1,0,0,0,0,1,0,3,Tim Welke,"M.Tejera (4-47-W), C.Pavano (1-H), V.Núñez (0-Sv)"
96,99,97,97,Jul 20,,MON,"W,3-0",9.0,4,0,0,0,1,5,0,1,4.43,32,132,83,0.0,0.0,1,0,30,0,0,0,0,0,0,1,4,Mark Carlson,"B.Penny (4-69-W), C.Pavano (0-H), A.Almanza (3-H), B.Looper (1-Sv)"
97,100,98,98,Jul 21,,MON,"W,4-0",9.0,3,0,0,0,5,17,0,0,4.38,35,143,96,0.0,0.0,2,0,29,0,0,1,1,0,0,0,3,Brian O'Nora,"J.Beckett (4-74-W), G.Lloyd (3-H), V.Núñez (1-Sv)"
98,101,99,99,Jul 22,,ATL,"W,2-1",9.0,6,1,1,0,5,8,1,0,4.35,36,153,86,2.0,0.0,0,2,30,1,0,0,1,0,0,1,4,Brian Runge,"A.Burnett (4-61-W), C.Pavano (1-H), A.Almanza (1-H), B.Looper (1-Sv)"
99,102,100,100,Jul 23,,ATL,"L,3-5",9.0,10,5,5,0,5,3,0,0,4.36,42,161,92,0.0,0.0,0,0,36,2,0,1,1,0,0,0,4,Tim McClelland,"J.Tavarez (4-23-L), V.Darensbourg (5), G.Lloyd (1), V.Núñez (1)"
100,103,101,101,Jul 24,,ATL,"L,0-10",9.0,12,10,10,0,5,8,3,0,4.41,44,164,102,0.0,0.0,0,0,39,5,0,0,0,0,0,0,2,Chuck Meriwether,"M.Tejera (4-15-L), V.Darensbourg (0)"
101,104,102,102,Jul 25,@,MON,"W,3-2",9.0,5,2,2,0,5,10,1,0,4.39,37,145,94,4.0,1.0,0,0,30,0,0,0,2,0,1,0,4,Kevin Kelley,"B.Penny (4-54), C.Pavano (2), A.Almanza (2-H), V.Núñez (1-BW)"
102,105,103,103,Jul 26,@,MON,"L,5-6",9.0,8,6,4,2,3,9,3,1,4.38,38,163,100,1.0,0.0,0,1,31,3,0,1,1,2,1,1,4,Jeff Nelson,"J.Beckett (4-54), G.Lloyd (2), B.Looper (3), V.Núñez (0-L)"
103,106,104,104,Jul 27,@,MON,"W,7-2",9.0,6,2,2,0,3,14,0,0,4.36,36,156,99,0.0,0.0,0,0,33,2,0,0,0,0,0,0,2,Fieldin Culbreth,"A.Burnett (4-74-W), A.Almanza (1)"
