,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
45,46,46,46,May 22,,NYM,"W,5-2",32,29,5,7,4,0,0,5,1,0,10,0,1,1,0,0,0,0,0.259,0.334,0.421,0.755,3,13,L,A.Leiter(39)
46,47,47,47,May 23,,NYM,"L,0-1",33,32,0,5,1,1,0,0,1,0,7,0,0,0,0,0,1,0,0.257,0.331,0.418,0.749,6,12,R,S.Trachsel(69)
47,48,48,48,May 24,@,MON,"L,1-4",33,32,1,5,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0.255,0.329,0.414,0.743,5,10,R,T.Ohka(66)
48,49,49,49,May 25,@,MON,"L,9-13",48,39,9,10,2,1,3,8,7,2,7,1,1,0,1,1,2,0,0.255,0.33,0.418,0.748,9,18,R,C.Pavano(31)
49,50,50,50,May 26,@,MON,"L,5-6",40,34,5,10,3,0,1,4,4,0,7,0,1,1,0,1,1,0,0.256,0.33,0.42,0.75,8,12,R,J.Vazquez(34)
50,51,51,51,May 28,@,NYM,"W,5-3",40,34,5,12,4,0,0,4,1,1,3,1,3,1,0,1,0,0,0.258,0.331,0.421,0.752,8,17,R,S.Trachsel(42)
51,52,52,52,May 29,@,NYM,"L,3-4",40,33,3,10,2,0,0,3,6,1,4,0,0,1,0,3,0,0,0.259,0.333,0.419,0.752,10,13,L,S.Estes(36)
52,53,53,53,May 31,,MON,"L,7-8",38,37,7,11,2,0,4,7,1,0,7,0,0,0,0,1,0,0,0.26,0.332,0.425,0.757,4,16,R,J.Vazquez(39)
53,55,54,54,Jun 1,,MON,"W,8-4",39,30,8,10,2,0,4,8,6,0,8,2,1,0,0,2,1,0,0.261,0.335,0.431,0.766,7,16,R,T.Armas(40)
54,56,55,55,Jun 2,,MON,"W,18-3",50,40,18,16,4,0,3,18,10,1,10,0,0,0,0,0,0,0,0.264,0.34,0.437,0.777,8,15,R,B.Reames(24)
55,57,56,56,Jun 4,,FLA,"L,0-5",38,30,0,4,0,0,0,0,8,0,9,0,0,0,0,1,0,0,0.262,0.339,0.433,0.772,11,16,R,J.Beckett(60)
56,58,57,57,Jun 5,,FLA,"L,1-2",33,31,1,6,2,0,0,1,1,0,6,0,1,0,0,0,0,1,0.261,0.337,0.43,0.767,5,12,R,A.Burnett(76)
57,59,58,58,Jun 7,@,DET,"W,11-1",46,41,11,15,4,1,3,10,4,0,5,1,0,0,0,0,0,0,0.263,0.339,0.436,0.775,8,9,R,J.Weaver(12)
58,60,59,59,Jun 8,@,DET,"W,2-1",38,35,2,10,1,1,0,2,3,0,1,0,0,0,0,2,0,0,0.263,0.339,0.435,0.774,9,9,L,M.Maroth(62)
59,61,60,60,Jun 9,@,DET,"W,7-5",44,36,7,12,3,2,0,6,5,0,4,1,1,1,0,1,1,0,0.265,0.341,0.437,0.777,10,9,R,S.Sparks(15)
60,62,61,61,Jun 10,@,CLE,"W,3-1",40,35,3,9,2,1,0,1,5,1,8,0,0,0,1,2,5,0,0.264,0.341,0.435,0.777,10,9,L,C.Sabathia(47)
61,63,62,62,Jun 11,@,CLE,"L,1-5",34,32,1,6,2,0,0,1,2,0,6,0,0,0,0,0,0,1,0.263,0.34,0.433,0.772,6,9,R,B.Colon(67)
62,64,63,63,Jun 12,@,CLE,"W,7-3",44,37,7,11,2,0,1,7,6,0,11,0,0,1,1,1,0,0,0.264,0.34,0.433,0.773,10,10,R,D.Báez(44)
63,65,64,64,Jun 14,,BAL,"L,3-7",39,33,3,7,2,0,0,3,5,1,8,1,0,0,0,1,0,0,0.263,0.34,0.43,0.77,9,16,R,S.Ponson(62)
64,66,65,65,Jun 15,,BAL,"W,4-3",42,36,4,9,2,0,1,4,6,1,8,0,0,0,0,1,1,0,0.263,0.341,0.429,0.77,9,15,R,S.Erickson(62)
65,67,66,66,Jun 16,,BAL,"L,2-4",38,33,2,6,1,0,1,2,5,0,5,0,0,0,0,0,1,0,0.262,0.34,0.428,0.767,9,16,R,T.Driskill(58)
