,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
144,149,145,145,Sep 17,@,NYY,"L,0-8",32,29,0,4,0,0,0,0,2,0,8,1,0,0,1,2,1,0,0.235,0.302,0.404,0.707,5,10,R,C.Kluber(66)
145,150,146,146,Sep 18,@,NYY,"W,11-3",46,40,11,13,3,0,4,11,4,0,12,2,0,0,0,0,0,0,0.236,0.303,0.407,0.71,8,9,R,L.Gil(49)
146,151,147,147,Sep 19,@,NYY,"W,11-1",47,43,11,16,1,0,2,11,3,0,12,1,0,0,1,1,0,0,0.237,0.304,0.408,0.712,9,10,R,G.Cole(27)
147,152,148,148,Sep 20 (1),,KCR,"L,2-7",28,26,2,6,1,0,0,2,1,0,7,1,0,0,0,0,0,1,0.237,0.304,0.407,0.711,5,9,R,B.Singer(63)
148,153,149,149,Sep 20 (2),,KCR,"L,2-4",24,24,2,4,1,0,2,2,0,0,11,0,0,0,0,0,0,1,0.237,0.304,0.408,0.711,1,9,R,J.Payamps(51)
149,154,150,150,Sep 21,,KCR,"W,4-1",32,28,4,5,0,1,1,4,3,0,5,1,0,0,0,1,0,0,0.236,0.303,0.407,0.711,4,9,L,D.Lynch(50)
150,155,151,151,Sep 23 (1),,CHW,"L,2-7",28,25,2,6,2,0,2,2,2,0,6,1,0,0,0,1,0,1,0.236,0.303,0.408,0.712,5,9,R,R.Lopez(48)
151,156,152,152,Sep 23 (2),,CHW,"W,5-3",29,26,5,9,1,0,1,4,3,0,9,0,0,0,0,0,0,0,0.237,0.304,0.409,0.713,6,11,R,M.Kopech(60)
152,157,153,153,Sep 24,,CHW,"L,0-1",32,32,0,7,1,0,0,0,0,0,16,0,0,0,0,1,1,0,0.237,0.304,0.408,0.711,5,9,R,D.Cease(69)
153,158,154,154,Sep 25,,CHW,"W,6-0",32,31,6,8,1,0,2,6,0,0,10,0,0,1,1,1,1,0,0.237,0.303,0.408,0.711,2,9,R,L.Lynn(40)
154,159,155,155,Sep 26,,CHW,"L,2-5",38,37,2,10,2,0,1,2,1,0,8,0,0,0,1,1,2,0,0.237,0.303,0.408,0.711,9,9,R,L.Giolito(67)
155,160,156,156,Sep 27,,KCR,"W,8-3",38,34,8,10,5,0,2,8,1,0,7,1,0,2,0,0,0,0,0.238,0.303,0.409,0.713,6,9,R,J.Kowar(32)
156,161,157,157,Sep 28,@,KCR,"L,4-6",39,35,4,9,3,0,0,3,4,0,5,0,0,0,0,1,0,0,0.238,0.303,0.409,0.712,8,11,R,B.Singer(33)
157,162,158,158,Sep 29,@,KCR,"L,5-10",39,36,5,11,2,0,0,5,2,0,5,0,0,1,0,1,1,0,0.238,0.304,0.409,0.712,7,9,L,D.Lynch(29)
158,163,159,159,Sep 30,@,KCR,"W,6-1",39,33,6,9,2,1,0,6,3,0,5,0,1,2,1,1,1,0,0.238,0.304,0.408,0.712,6,10,L,A.Zerpa(60)
159,164,160,160,Oct 1,@,TEX,"W,9-6",43,38,9,10,0,0,2,7,4,0,8,1,0,0,1,0,2,0,0.239,0.304,0.409,0.713,7,9,R,S.Howard(24)
160,165,161,161,Oct 2,@,TEX,"L,2-7",32,30,2,5,1,0,0,2,1,0,10,1,0,0,0,1,0,1,0.238,0.304,0.407,0.711,3,10,R,J.Lyles(76)
161,166,162,162,Oct 3,@,TEX,"W,6-0",39,35,6,7,2,0,1,5,3,0,8,1,0,0,1,0,4,0,0.238,0.303,0.407,0.71,6,9,R,D.Dunning(35)
